Tempo(s),Canal0(V),Canal2(V),Canal3(V),Label
161.00748229026794,2.40425,4.00725,2.244,2
161.07864952087402,2.40425,3.967,2.204,2
161.15018320083618,2.244,3.6865,2.0035,2
161.2215075492859,2.5245,4.32775,2.12375,2
161.2928774356842,2.64475,3.84675,2.08375,2
161.364031791687,2.68475,4.36775,2.2840000000000003,2
161.43555879592896,2.36425,3.6465,2.08375,2
161.5075945854187,2.4845,3.6865,2.40425,2
161.57874417304993,2.32425,3.927,2.08375,2
161.65025234222412,2.0035,3.56625,2.0035,2
161.72165203094482,2.32425,4.12725,2.08375,2
161.79307579994202,2.4442500000000003,3.366,2.244,2
161.86451601982117,2.0035,3.28575,1.84325,2
161.9359917640686,1.84325,3.44625,1.88325,2
162.00757837295532,1.9635,3.1255,1.84325,2
162.0789828300476,2.08375,3.28575,1.9635,2
162.15062713623047,2.16375,2.72475,2.0035,2
162.2220995426178,2.08375,2.32425,1.88325,2
162.29351019859314,2.08375,2.4845,1.9635,2
162.36504650115967,2.244,2.88525,2.0035,2
162.436425447464,2.0035,3.0455,2.0035,2
162.50797486305237,1.9635,3.0855,2.0035,2
162.5816204547882,1.9235,2.72475,1.88325,2
